out:L01S,out:L02S,out:L03S,out:L04S,out:L05S,out:L06S,out:L07S,out:L08S,out:L09S,out:L10S,out:L11S,out:L12S,out:L13S,out:L14S,out:L01R,out:L02R,out:L03R,out:L04R,out:L05R,out:L06R,out:L07R,out:L08R,out:L09R,out:L10R,out:L11R,out:L12R,out:L13R,out:L14R,out:LSR,out:r01,out:r02,out:r03,out:r04,out:r05,out:r06,out:r07,out:r08,out:r09,out:r10,out:r11,out:r12,out:r13,out:r14,out:P01x,out:P02x,out:P03x,out:P04x,out:P05x,out:P06x,out:P07x,out:P08x,out:P09x,out:P10x,out:P11x,out:P12x,out:P13x,out:P14x,out:P01y,out:P02y,out:P03y,out:P04y,out:P05y,out:P06y,out:P07y,out:P08y,out:P09y,out:P10y,out:P11y,out:P12y,out:P13y,out:P14y,out:P01z,out:P02z,out:P03z,out:P04z,out:P05z,out:P06z,out:P07z,out:P08z,out:P09z,out:P10z,out:P11z,out:P12z,out:P13z,out:P14z,out:Sx,out:Sy,out:Rx,out:Ry
3.45,4.75,0.75,1.75,1.4,1.5,2.424871,1.299038,1.299038,1.299038,2.424871,1.299038,1.299038,1.299038,4.244114,6.282714,1.572419,0.687386,2.39583,1.926136,3.906405,2.597595,2.539193,2.290742,2.61916,1.499166,1.395529,0.864581,1.630951,158.544326,174.150457,99.148321,111.327384,138.70359,124.826378,167.278586,148.838708,146.090586,135.914595,142.519463,109.107832,105.599675,84.251208,1.75,6.5,1.75,0,1.75,1.75,3.15,2.5,2.5,2.5,0.35,1,1,1,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,2.9,0.75,2.25,0.75,1.75,0.75,0.25,0.25
2.95,4.75,1.25,1.75,1.4,1.5,2.424871,1.299038,2.165064,2.165064,2.424871,1.299038,2.165064,2.165064,4.244114,6.342121,1.572419,1.105667,2.547548,2.111871,4.172529,2.871846,3.216753,2.889204,3.001666,1.935846,1.687454,0.920598,1.846619,158.544326,170.222518,99.148321,103.06803,134.955858,121.390298,169.241458,150.987677,146.573456,140.295226,142.055558,113.742475,124.370059,122.213467,1.75,6.5,1.75,0,1.75,1.75,3.15,2.5,3,3,0.35,1,0.5,0.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,2.9,0.75,2.75,0.25,1.75,1.25,0.25,0.25
2.45,4.75,1.75,1.75,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.244114,6.439915,1.572419,1.572419,2.782086,2.389561,4.478839,3.201172,3.414674,2.397394,3.414674,2.397394,1.805547,1.116915,2.158703,158.544326,166.050782,99.148321,99.148321,130.315542,117.40877,168.431986,151.012591,141.056318,116.456902,141.056318,116.456902,120.772036,53.52641,1.75,6.5,1.75,0,1.75,1.75,3.15,2.5,3.15,2.5,0.35,1,0.35,1,4.2,1.75,0,1.75,1.75,1.75,3.15,2.5,0.35,1,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,1.75,1.75,0.25,0.25
1.95,4.75,2.25,1.75,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.244114,6.574382,1.572419,2.054872,3.080584,2.7313,4.817676,3.570364,3.465545,2.597595,3.848376,2.871846,1.9,1.499166,2.531798,158.544326,161.926567,99.148321,96.988035,125.753887,113.749494,166.097024,149.897387,133.082348,107.460941,139.918055,118.192758,109.527267,50.547491,1.75,6.5,1.75,0,1.75,1.75,3.15,2.5,3.15,2.5,0.35,1,0.35,1,4.2,2.25,0,2.25,2.25,2.25,3.65,3,0.85,1.5,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,1.75,2.25,0.25,0.25
1.45,4.75,2.75,1.75,1.4,1.5,2.511474,1.299038,2.424871,1.299038,2.511474,1.299038,2.424871,1.299038,4.244114,6.74333,1.572419,2.544111,3.426368,3.116087,5.265691,3.968312,3.586084,2.871846,4.362052,3.353729,2.111871,1.935846,2.942788,158.544326,157.947739,99.148321,95.639337,121.690971,110.671335,163.614036,148.333404,125.421758,99.839123,139.557341,119.382156,99.440888,50.117153,1.75,6.5,1.75,0,1.75,1.75,3.2,2.5,3.15,2.5,0.3,1,0.35,1,4.2,2.75,0,2.75,2.75,2.75,4.2,3.5,1.35,2,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,2.95,0.75,2.9,0.75,2.95,0.75,2.9,0.75,1.75,2.75,0.25,0.25
0.95,4.75,3.25,1.75,1.4,1.5,1.645448,1.645448,2.424871,1.299038,1.645448,1.645448,2.424871,1.299038,4.244114,6.944242,1.572419,3.036857,3.806573,3.529873,4.840196,4.680545,3.769615,3.201172,4.210404,4.025854,2.410394,2.397394,3.377869,158.544326,154.161513,99.148321,94.722044,118.220512,108.157247,157.583862,149.013654,118.345853,93.619178,130.642877,124.504573,91.37251,50.343479,1.75,6.5,1.75,0,1.75,1.75,2.7,2.7,3.15,2.5,0.8,0.8,0.35,1,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.5,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0.75,2.45,0.55,2.9,0.75,1.75,3.25,0.25,0.25
0.45,4.75,3.75,1.75,1.4,1.5,0.779423,0.779423,2.424871,1.299038,0.779423,0.779423,2.424871,1.299038,4.244114,7.174434,1.572419,3.531643,4.211888,3.963584,4.486368,4.405394,4.007493,3.570364,4.174626,4.087481,2.767671,2.871846,3.828838,158.544326,150.592423,99.148321,94.059282,115.300249,106.112639,150.302925,141.240346,111.99811,88.610101,121.240036,114.62534,85.213557,50.708225,1.75,6.5,1.75,0,1.75,1.75,2.2,2.2,3.15,2.5,1.3,1.3,0.35,1,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,3,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0.75,1.95,1.05,2.9,0.75,1.75,3.75,0.25,0.25
3.95,4.25,0.25,2.25,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,1.205271,0.433013,0.433013,4.445503,6.262787,2.054872,0.471699,2.690725,2.282542,4.093898,3.963584,2.355313,2.26881,2.357965,1.511898,1.883481,1.774119,2.039608,152.690142,176.338064,96.988035,122.005383,131.987212,118.810794,158.556482,152.691409,140.547287,126.727567,129.539701,83.358875,74.897086,57.523193,2.25,6.5,2.25,0,2.25,2.25,3.65,3.75,2.5,2.5,0.85,1.55829,2,2,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,0.945855,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0.8,1.75,1.25,2.25,0.25,0.25,0.25
3.45,4.25,0.75,2.25,1.4,0.75,2.424871,1.515469,1.299038,1.299038,2.424871,1.811484,1.299038,1.299038,4.445503,6.282714,2.054872,0.687386,2.736786,2.091052,4.290688,3.222028,2.991237,2.783433,2.685144,1.931447,1.716828,1.32193,2.1,152.690142,174.150457,96.988035,111.327384,131.125129,99.635512,162.817435,147.848306,143.226425,134.016837,131.80143,111.829003,92.891417,73.507723,2.25,6.5,2.25,0,2.25,2.25,3.65,3.124956,3,3,0.85,1.20829,1.5,1.5,4.2,0.75,0,0.75,0.75,0.75,2.15,1.624956,0,0,2.15,1.795855,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0.625044,2.25,0.75,2.9,0.45,2.25,0.75,2.25,0.75,0.25,0.25
2.95,4.25,1.25,2.25,1.4,0.75,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,4.445503,6.342121,2.054872,1.105667,2.87054,2.263294,4.534314,4.439595,3.653423,3.368605,3.059412,2.776689,1.829617,1.160819,2.271563,152.690142,170.222518,96.988035,103.06803,128.833525,98.896026,165.398254,157.417061,144.47423,138.206621,132.794137,130.133865,111.277886,100.024988,2.25,6.5,2.25,0,2.25,2.25,3.65,3.75,3.5,3.5,0.85,0.75,1,1,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0,2.75,0.25,2.9,0,2.75,0.25,2.25,1.25,0.25,0.25
2.45,4.25,1.75,2.25,1.4,0.75,2.424871,1.515469,2.424871,1.515469,2.424871,1.205271,2.424871,1.205271,4.445503,6.439915,2.054872,1.572419,3.080584,2.524381,4.817676,3.759172,3.848376,2.980208,3.465545,2.573597,1.9,1.564695,2.531798,152.690142,166.050782,96.988035,99.148321,125.753887,97.96961,166.097024,151.552105,139.918055,121.862595,133.082348,105.578567,109.527267,48.300798,2.25,6.5,2.25,0,2.25,2.25,3.65,3.124956,3.65,3.124956,0.85,1.55829,0.85,1.55829,4.2,1.75,0,1.75,1.75,1.75,3.15,2.624956,0.35,0.875044,3.15,2.445855,0.35,1.054145,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0.625044,2.9,0.625044,2.9,0.8,2.9,0.8,2.25,1.75,0.25,0.25
1.95,4.25,2.25,2.25,1.4,0.75,2.424871,1.525862,2.424871,2.598076,2.424871,1.811484,2.424871,1.205271,4.445503,6.574382,2.054872,2.054872,3.352611,2.85,5.134199,4.102566,3.893584,3.702702,3.893584,3.258535,1.989975,1.871474,2.856571,152.690142,161.926567,96.988035,96.988035,122.472516,97.054131,165.25903,151.467408,133.007908,129.73962,133.007908,119.08923,100.024988,44.730665,2.25,6.5,2.25,0,2.25,2.25,3.65,3.124956,3.65,3.75,0.85,1.20829,0.85,1.55829,4.2,2.25,0,2.25,2.25,2.25,3.65,3.13693,0.85,0.75,3.65,3.295855,0.85,1.554145,1.5,1.5,1.5,1.5,2.9,0.75,2.9,0.619057,2.9,0,2.9,0.45,2.9,0.8,2.25,2.25,0.25,0.25
1.45,4.25,2.75,2.25,1.4,0.75,2.511474,2.511474,2.424871,1.515469,2.511474,1.205271,2.424871,1.811484,4.445503,6.74333,2.054872,2.544111,3.672874,3.220637,5.56125,5.348598,4.00125,3.336424,4.396305,3.466282,2.193171,1.858859,3.226453,152.690142,157.947739,96.988035,95.639337,119.345807,96.238893,163.8021,155.801202,126.270573,107.36629,133.587599,111.46644,91.50848,56.946704,2.25,6.5,2.25,0,2.25,2.25,3.7,3.7,3.65,3.124956,0.8,1.55829,0.85,1.20829,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.875044,4.2,3.445855,1.35,1.704145,1.5,1.5,1.5,1.5,2.9,0.75,2.95,0.05,2.9,0.625044,2.95,0.8,2.9,0.45,2.25,2.75,0.25,0.25
0.95,4.25,3.25,2.25,1.4,0.75,1.645448,1.645448,2.424871,1.515469,1.645448,1.645448,2.424871,1.205271,4.445503,6.944242,2.054872,3.036857,4.029888,3.622499,5.111507,4.960595,4.166533,3.60649,4.304358,4.124015,2.481935,2.666591,3.627671,152.690142,154.161513,96.988035,94.722044,116.529754,95.544475,158.72451,150.121696,119.923721,101.308111,124.754348,118.880873,84.660995,44.348523,2.25,6.5,2.25,0,2.25,2.25,3.2,3.2,3.65,3.124956,1.3,1.3,0.85,1.55829,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.375044,4.2,4.2,1.85,2.554145,1.5,1.5,1.5,1.5,2.9,0.75,2.45,0.55,2.9,0.625044,2.45,0.55,2.9,0.8,2.25,3.25,0.25,0.25
0.45,4.25,3.75,2.25,1.4,1.5,0.779423,0.779423,2.424871,2.598076,0.779423,0.779423,2.424871,2.598076,4.445503,7.174434,2.054872,3.531643,4.414748,4.178516,4.725198,4.648387,4.382921,4.178516,4.327528,4.243524,2.830194,2.336664,4.050926,152.690142,150.592423,96.988035,94.059282,114.061958,105.263072,152.355585,143.237056,114.101511,111.053829,115.695834,109.471221,79.420654,69.762257,2.25,6.5,2.25,0,2.25,2.25,2.7,2.7,3.65,3.75,1.8,1.8,0.85,0.75,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,2.25,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0,1.95,1.05,2.9,0,2.25,3.75,0.25,0.25
3.95,3.75,0.25,2.75,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,4.691748,6.262787,2.544111,0.471699,3.080584,2.7313,4.517743,4.411349,2.836812,2.765411,2.531798,2.111871,2.355313,2.26881,2.531798,147.341694,176.338064,95.639337,122.005383,125.753887,113.749494,155.142064,149.745666,137.974851,126.513367,118.612491,115.938952,70.675307,56.830597,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,3,3,1.35,1.25,2.5,2.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0,1.75,1.25,2.75,0.25,0.25,0.25
3.45,3.75,0.75,2.75,1.4,1.5,2.424871,2.598076,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,4.691748,6.282714,2.544111,0.687386,3.120897,2.776689,4.696807,4.605432,3.456516,3.278338,2.839014,2.491987,2.10891,1.802082,2.580698,147.341694,174.150457,95.639337,111.327384,125.222783,113.338048,159.102857,152.882875,140.959497,132.689583,121.92061,119.113001,84.501568,68.380776,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,3.5,3.5,1.35,1.25,2,2,4.2,0.75,0,0.75,0.75,0.75,2.15,2.25,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.25,0.75,2.9,0,2.25,0.75,2.75,0.75,0.25,0.25
2.95,3.75,1.25,2.75,1.4,1.5,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,4.691748,6.342121,2.544111,1.105667,3.238827,2.908608,4.920366,4.843552,4.104571,3.853245,3.195309,2.908608,2.085066,1.532155,2.722132,147.341694,170.222518,95.639337,103.06803,123.762855,112.221475,161.886963,154.947228,142.629844,136.610352,124.064732,121.070507,100.368805,86.759724,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4,4,1.35,1.25,1.5,1.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.75,0.25,2.9,0,2.75,0.25,2.75,1.25,0.25,0.25
2.45,3.75,1.75,2.75,1.4,1.5,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,4.691748,6.439915,2.544111,1.572419,3.426368,3.116087,5.182663,5.11957,4.29651,4.148494,3.586084,3.348134,2.111871,1.486607,2.942788,147.341694,166.050782,95.639337,99.148321,121.690971,110.671335,163.343942,155.988363,138.808163,135.216401,125.421758,122.314227,99.440888,92.225743,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4.15,4.25,1.35,1.25,1.35,1.25,4.2,1.75,0,1.75,1.75,1.75,3.15,3.25,0.35,0.25,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.9,0,2.9,0,2.9,0,2.75,1.75,0.25,0.25
1.95,3.75,2.25,2.75,1.4,1.5,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,2.424871,2.598076,4.691748,6.574382,2.544111,2.054872,3.672874,3.385262,5.478138,5.427707,4.33705,4.178516,4.00125,3.802631,2.193171,1.568439,3.226453,147.341694,161.926567,95.639337,96.988035,119.345807,108.961813,163.549428,156.175935,132.758885,129.463543,126.270573,123.133045,91.50848,81.532868,2.75,6.5,2.75,0,2.75,2.75,4.15,4.25,4.15,4.25,1.35,1.25,1.35,1.25,4.2,2.25,0,2.25,2.25,2.25,3.65,3.75,0.85,0.75,3.65,3.75,0.85,0.75,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.9,0,2.9,0,2.9,0,2.75,2.25,0.25,0.25
1.45,3.75,2.75,2.75,1.4,1.5,2.511474,2.511474,2.424871,2.598076,2.511474,2.511474,2.424871,2.598076,4.691748,6.74333,2.544111,2.544111,3.967367,3.702702,5.884514,5.683969,4.43396,4.267318,4.486368,4.219893,2.379075,1.791647,3.558089,147.341694,157.947739,95.639337,95.639337,116.981413,107.282328,163.059272,155.381006,126.796202,123.690942,127.681897,122.712538,84.429448,73.14079,2.75,6.5,2.75,0,2.75,2.75,4.2,4.2,4.15,4.25,1.3,1.3,1.35,1.25,4.2,2.75,0,2.75,2.75,2.75,4.2,4.2,1.35,1.25,4.2,4.2,1.35,1.25,1.5,1.5,1.5,1.5,2.9,0,2.95,0.05,2.9,0,2.95,0.05,2.9,0,2.75,2.75,0.25,0.25
0.95,3.75,3.25,2.75,1.4,1.5,1.645448,1.645448,2.424871,2.598076,1.645448,1.645448,2.424871,2.598076,4.691748,6.944242,2.544111,3.036857,4.3,4.057093,5.415487,5.273282,4.583667,4.411349,4.452808,4.278726,2.64764,2.111871,3.925557,147.341694,154.161513,95.639337,94.722044,114.746525,105.731527,158.882875,150.506705,121.092986,118.109765,119.092716,113.45686,78.681897,67.496704,2.75,6.5,2.75,0,2.75,2.75,3.7,3.7,4.15,4.25,1.8,1.8,1.35,1.25,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,1.75,4.2,4.2,1.85,1.75,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0,2.45,0.55,2.9,0,2.75,3.25,0.25,0.25
0.45,3.75,3.75,2.75,1.4,1.5,0.779423,0.779423,2.424871,2.598076,0.779423,0.779423,2.424871,2.598076,4.691748,7.174434,2.544111,3.531643,4.662617,4.439595,5.002749,4.930264,4.781213,4.605432,4.530728,4.450562,2.976575,2.491987,4.319722,147.341694,150.592423,95.639337,94.059282,112.708896,104.345613,153.43161,144.475596,115.767105,112.86897,110.513754,104.652991,74.243451,63.883543,2.75,6.5,2.75,0,2.75,2.75,3.2,3.2,4.15,4.25,2.3,2.3,1.35,1.25,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,2.25,4.2,4.2,2.35,2.25,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0,1.95,1.05,2.9,0,2.75,3.75,0.25,0.25
3.95,3.25,0.25,3.25,1.4,1.5,2.424871,1.299038,0.433013,0.433013,2.424871,1.299038,0.433013,0.433013,4.976193,6.262787,3.036857,0.471699,3.498571,3.195309,4.955805,3.840247,3.323778,3.263051,2.785678,2.397394,2.836812,2.765411,3.026549,142.540123,176.338064,94.722044,122.005383,120.963757,110.136303,152.300601,136.81589,136.126152,126.351312,109.366566,73.921883,67.88211,56.409379,3.25,6.5,3.25,0,3.25,3.25,4.65,4,3.5,3.5,1.85,2.5,3,3,4.2,0.25,0,0.25,0.25,0.25,1.65,1,0,0,1.65,1,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,1.75,1.25,2.9,0.75,1.75,1.25,3.25,0.25,0.25,0.25
3.45,3.25,0.75,3.25,1.4,1.5,2.424871,1.299038,1.299038,1.299038,2.424871,1.299038,1.299038,1.299038,4.976193,6.282714,3.036857,0.687386,3.534119,3.234192,5.11957,3.968312,3.930331,3.774586,3.067572,2.597595,2.539193,2.290742,3.067572,142.540123,174.150457,94.722044,111.327384,120.618589,109.883931,155.988363,141.111781,139.157917,131.710256,113.281111,81.693341,78.856368,65.426517,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4,4,1.85,2.5,2.5,2.5,4.2,0.75,0,0.75,0.75,0.75,2.15,1.5,0,0,2.15,1.5,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.25,0.75,2.9,0.75,2.25,0.75,3.25,0.75,0.25,0.25
2.95,3.25,1.25,3.25,1.4,1.5,2.424871,1.299038,2.165064,2.165064,2.424871,1.299038,2.165064,2.165064,4.976193,6.342121,3.036857,1.105667,3.638681,3.348134,5.325411,4.153011,4.565906,4.341371,3.4,2.871846,2.41816,1.961505,3.187475,142.540123,170.222518,94.722044,103.06803,119.648964,109.180258,158.806103,144.416183,141.046454,135.355939,116.199827,88.271943,92.052395,78.970094,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.5,4.5,1.85,2.5,2,2,4.2,1.25,0,1.25,1.25,1.25,2.65,2,0,0,2.65,2,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.75,0.25,2.9,0.75,2.75,0.25,3.25,1.25,0.25,0.25
2.45,3.25,1.75,3.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.976193,6.439915,3.036857,1.572419,3.806573,3.529873,5.568662,4.387197,4.754997,3.840247,3.769615,3.201172,2.410394,2.397394,3.377869,142.540123,166.050782,94.722044,99.148321,118.220512,108.157247,160.643381,146.683886,137.787673,120.24148,118.345853,93.619178,91.37251,50.343479,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.65,4,1.85,2.5,1.85,2.5,4.2,1.75,0,1.75,1.75,1.75,3.15,2.5,0.35,1,3.15,2.5,0.35,1,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,3.25,1.75,0.25,0.25
1.95,3.25,2.25,3.25,1.4,1.5,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,2.424871,1.299038,4.976193,6.574382,3.036857,2.054872,4.029888,3.769615,5.844656,4.663421,4.791659,3.968312,4.166533,3.570364,2.481935,2.597595,3.627671,142.540123,161.926567,94.722044,96.988035,116.529754,106.966167,161.498064,148.001012,132.434566,114.497082,119.923721,97.900335,84.660995,45.562592,3.25,6.5,3.25,0,3.25,3.25,4.65,4,4.65,4,1.85,2.5,1.85,2.5,4.2,2.25,0,2.25,2.25,2.25,3.65,3,0.85,1.5,3.65,3,0.85,1.5,1.5,1.5,1.5,1.5,2.9,0,2.9,0.75,2.9,0.75,2.9,0.75,2.9,0.75,3.25,2.25,0.25,0.25
1.45,3.25,2.75,3.25,1.4,1.5,2.511474,1.299038,2.424871,1.299038,2.511474,1.299038,2.424871,1.299038,4.976193,6.74333,3.036857,2.544111,4.3,4.057093,6.231172,4.974686,4.879549,4.153011,4.628985,3.968312,2.64764,2.871846,3.925557,142.540123,157.947739,94.722044,95.639337,114.746525,105.731527,161.752995,148.542071,127.116245,109.068374,122.010954,101.327202,78.681897,42.79503,3.25,6.5,3.25,0,3.25,3.25,4.7,4,4.65,4,1.8,2.5,1.85,2.5,4.2,2.75,0,2.75,2.75,2.75,4.2,3.5,1.35,2,4.2,3.5,1.35,2,1.5,1.5,1.5,1.5,2.9,0,2.95,0.75,2.9,0.75,2.95,0.75,2.9,0.75,3.25,2.75,0.25,0.25
0.95,3.25,3.25,3.25,1.4,1.5,1.645448,1.645448,2.424871,1.299038,1.645448,1.645448,2.424871,1.299038,4.976193,6.944242,3.036857,3.036857,4.608687,4.382921,5.746956,5.613154,5.015974,4.387197,4.650538,4.484139,2.891366,3.201172,4.261455,142.540123,154.161513,94.722044,94.722044,112.989768,104.535165,158.32175,150.35871,121.969695,104.090721,113.795769,108.387802,73.766468,41.54137,3.25,6.5,3.25,0,3.25,3.25,4.2,4.2,4.65,4,2.3,2.3,1.85,2.5,4.2,3.25,0,3.25,3.25,3.25,4.2,4.2,1.85,2.5,4.2,4.2,1.85,2.5,1.5,1.5,1.5,1.5,2.9,0,2.45,0.55,2.9,0.75,2.45,0.55,2.9,0.75,3.25,3.25,0.25,0.25
0.45,3.25,3.75,3.25,1.4,1.5,0.779423,0.779423,2.424871,1.299038,0.779423,0.779423,2.424871,1.299038,4.976193,7.174434,3.036857,3.531643,4.948737,4.739198,5.312956,5.244759,5.197115,4.663421,4.777813,4.701861,3.195309,3.570364,4.627094,142.540123,150.592423,94.722044,94.059282,111.329394,103.421138,153.703575,145.095424,117.095257,99.621307,105.776744,100.256093,69.92164,41.2418,3.25,6.5,3.25,0,3.25,3.25,3.7,3.7,4.65,4,2.8,2.8,1.85,2.5,4.2,3.75,0,3.75,3.75,3.75,4.2,4.2,2.35,3,4.2,4.2,2.35,3,1.5,1.5,1.5,1.5,2.9,0,1.95,1.05,2.9,0.75,1.95,1.05,2.9,0.75,3.25,3.75,0.25,0.25
3.95,2.75,0.25,3.75,1.4,1.5,2.424871,2.598076,0.433013,0.433013,2.424871,2.598076,0.433013,0.433013,5.292684,6.262787,3.531643,0.471699,3.935734,3.668787,5.404628,5.334791,3.814119,3.761316,3.1,2.7313,3.323778,3.263051,3.522783,138.272023,176.338064,94.059282,122.005383,117.216112,107.447188,149.915136,145.335768,134.739069,126.225372,101.821668,97.286435,65.908057,56.127439,3.75,6.5,3.75,0,3.75,3.75,5.15,5.25,4,4,2.35,2.25,3.5,3.5,4.2,0.25,0,0.25,0.25,0.25,1.65,1.75,0,0,1.65,1.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,1.75,1.25,2.9,0,1.75,1.25,3.75,0.25,0.25,0.25
3.45,2.75,0.75,3.75,1.4,1.5,2.424871,1.630939,1.299038,1.299038,2.424871,2.598076,1.299038,1.299038,5.292684,6.282714,3.531643,0.687386,3.967367,3.702702,5.555178,4.701026,4.409932,4.271709,3.355592,3.034798,2.991237,2.783433,3.558089,138.272023,174.150457,94.059282,111.327384,116.981413,107.282328,153.354579,142.097914,137.705912,130.958344,105.979287,102.079442,74.896189,63.51515,3.75,6.5,3.75,0,3.75,3.75,5.15,4.691623,4.5,4.5,2.35,2.25,3,3,4.2,0.75,0,0.75,0.75,0.75,2.15,1.691623,0,0,2.15,2.25,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0.558377,2.25,0.75,2.9,0,2.25,0.75,3.75,0.75,0.25,0.25
2.95,2.75,1.25,3.75,1.4,1.5,2.424871,2.598076,2.165064,2.165064,2.424871,2.598076,2.165064,2.165064,5.292684,6.342121,3.531643,1.105667,4.060788,3.802631,5.745433,5.697368,5.03463,4.831925,3.661967,3.385262,2.801339,2.41816,3.661967,138.272023,170.222518,94.059282,103.06803,116.312305,106.814462,156.127155,150.632523,139.693427,134.346554,109.334865,105.835541,85.863417,74.063647,3.75,6.5,3.75,0,3.75,3.75,5.15,5.25,5,5,2.35,2.25,2.5,2.5,4.2,1.25,0,1.25,1.25,1.25,2.65,2.75,0,0,2.65,2.75,0,0,1.5,1.5,1.5,1.5,2.9,0,2.9,0,2.75,0.25,2.9,0,2.75,0.25,3.75,1.25,0.25,0.25
2.45,2.75,1.75,3.75,1.4,1.5,2.424871,1.626878,2.424871,1.630939,2.424871,2.598076,2.424871,2.598076,5.292684,6.439915,3.531643,1.572419,4.211888,3.963584,5.971599,5.094847,5.221111,4.50923,4.007493,3.769615,2.767671,2.282542,3.828838,138.272023,166.050782,94.059282,99.148321,115.300249,106.112639,158.148827,147.262549,136.871957,124.509918,111.99811,108.761757,85.213557,76.841386,3.75,6.5,3.75,0,3.75,3.75,5.15,4.691623,5.15,4.691623,2.35,2.25,2.35,2.25,4.2,1.75,0,1.75,1.75,1.75,3.15,2.68693,0.35,0.808377,3.15,3.25,0.35,0.25,1.5,1.5,1.5,1.5,2.9,0,2.9,0.560723,2.9,0.558377,2.9,0,2.9,0,3.75,1.75,0.25,0.25
